# browser-stack-extraction-manifest v1
# source_commit=009804c8b3dca148eda3f147621608ec4f12fd17
# source_commit_date=2026-07-29T18:45:12-04:00
# source_branch=agent/drain-worklist-20260725
# source_remote=https://github.com/matthewmackes/magic-mesh.git
# extraction_destination=matthewmackes/magic-mesh-browser-stack
# generation=git-ls-files plus scoped host-Browser signal scan
# columns=class	source_path	destination	reason	source_blob_sha	worktree_blob_sha	worktree_state
browser-owned	crates/mesh/mde-browser-workers/src/browser_read_aloud.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_read_aloud.rs	browser-worker-family	a0dee8bbe9126f6b802787d0dc906577fcca7960	a0dee8bbe9126f6b802787d0dc906577fcca7960	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_security_update.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_security_update.rs	browser-worker-family	6bc834f9484ab6d90dbc872092a911dd9e5a7c5f	6bc834f9484ab6d90dbc872092a911dd9e5a7c5f	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_session_sync.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_session_sync.rs	browser-worker-family	67be4157717194fa527f6a6b1666b02c178961d9	67be4157717194fa527f6a6b1666b02c178961d9	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_share.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_share.rs	browser-worker-family	709cfffaec6c24d135a312fa79e1bd30f801a2b0	709cfffaec6c24d135a312fa79e1bd30f801a2b0	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_tab_suspend.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_tab_suspend.rs	browser-worker-family	6b160ae7fbed553f75f20740a03497533cd77ce5	6b160ae7fbed553f75f20740a03497533cd77ce5	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_translate.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_translate.rs	browser-worker-family	a6c94eebacd70ae423dec177c0c31cc4d20e788f	a6c94eebacd70ae423dec177c0c31cc4d20e788f	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_voice_command.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_voice_command.rs	browser-worker-family	81bc5566218b14aab73bece3309f9f8007dab76d	81bc5566218b14aab73bece3309f9f8007dab76d	clean
browser-owned	crates/mesh/mde-browser-workers/src/lib.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/lib.rs	browser-worker-family	0b451517ca75f1d3a6d75e2ef7394a25a4ba125d	0b451517ca75f1d3a6d75e2ef7394a25a4ba125d	clean
shared	crates/mesh/mde-seal/Cargo.toml	retain-in-magic-mesh:crates/mesh/mde-seal/Cargo.toml#shared-contract-or-reference	workspace-package-edge	5133a491d3b42906c46d3ed45ef6ea822a3aa967	5133a491d3b42906c46d3ed45ef6ea822a3aa967	clean
shared	crates/mesh/mde-seal/src/lib.rs	retain-in-magic-mesh:crates/mesh/mde-seal/src/lib.rs#shared-contract-or-reference	shared-secret-contract	70681c3a81c6763bce07abf905518be1fd505caa	70681c3a81c6763bce07abf905518be1fd505caa	clean
shared	crates/mesh/mde-seal/src/scope.rs	retain-in-magic-mesh:crates/mesh/mde-seal/src/scope.rs#shared-contract-or-reference	shared-secret-contract	30aa743cf8c643fdc80f035218ce640fbf19ab43	30aa743cf8c643fdc80f035218ce640fbf19ab43	clean
shared	crates/mesh/mde-worker-core/Cargo.toml	retain-in-magic-mesh:crates/mesh/mde-worker-core/Cargo.toml#shared-contract-or-reference	workspace-package-edge	32f0cf9c0947eb89d986846e39f7df1d95483084	32f0cf9c0947eb89d986846e39f7df1d95483084	clean
shared	crates/mesh/mde-worker-core/src/lib.rs	retain-in-magic-mesh:crates/mesh/mde-worker-core/src/lib.rs#shared-contract-or-reference	shared-worker-contract	f6603b36c68fcad358fa73c4693faf728eecfa89	f6603b36c68fcad358fa73c4693faf728eecfa89	clean
browser-owned	crates/services/mde-adblock/Cargo.toml	magic-mesh-browser-stack:crates/services/mde-adblock/Cargo.toml	browser-adblock-engine	387d0930ad85c1f3e8d93671c40a4e35bca4acaa	387d0930ad85c1f3e8d93671c40a4e35bca4acaa	clean
browser-owned	crates/services/mde-adblock/seed/easylist-seed.txt	magic-mesh-browser-stack:crates/services/mde-adblock/seed/easylist-seed.txt	browser-adblock-engine	7ca69d65f248e96b2c873568cad4dc75043d9c57	7ca69d65f248e96b2c873568cad4dc75043d9c57	clean
browser-owned	crates/services/mde-adblock/seed/easyprivacy-seed.txt	magic-mesh-browser-stack:crates/services/mde-adblock/seed/easyprivacy-seed.txt	browser-adblock-engine	2c2a755b495bb6355dca6debb7c72c0b239f9744	2c2a755b495bb6355dca6debb7c72c0b239f9744	clean
browser-owned	crates/services/mde-adblock/seed/ublock-base-seed.txt	magic-mesh-browser-stack:crates/services/mde-adblock/seed/ublock-base-seed.txt	browser-adblock-engine	c3691d0d00ced6a5f032eb8a5e2c20d958e41faf	c3691d0d00ced6a5f032eb8a5e2c20d958e41faf	clean
browser-owned	crates/services/mde-adblock/src/bundled.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/bundled.rs	browser-adblock-engine	8ab9ae058b39b9d818a28313c8de06e1a131395a	8ab9ae058b39b9d818a28313c8de06e1a131395a	clean
browser-owned	crates/services/mde-adblock/src/engine.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/engine.rs	browser-adblock-engine	26f95b3b033c58a01bd96613866c9a2db81d0943	26f95b3b033c58a01bd96613866c9a2db81d0943	clean
browser-owned	crates/services/mde-adblock/src/lib.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/lib.rs	browser-adblock-engine	e5ffe4324f9892864c7d775bac8cc8357d013ab1	e5ffe4324f9892864c7d775bac8cc8357d013ab1	clean
browser-owned	crates/services/mde-adblock/src/parser.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/parser.rs	browser-adblock-engine	400c93ca267adf0d40e9c42e39d91e0430cf190f	400c93ca267adf0d40e9c42e39d91e0430cf190f	clean
browser-owned	crates/services/mde-adblock/src/pattern.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/pattern.rs	browser-adblock-engine	ecf042b4949f92f7b7d505e87efa03185a12cba0	ecf042b4949f92f7b7d505e87efa03185a12cba0	clean
browser-owned	crates/services/mde-adblock/src/resource.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/resource.rs	browser-adblock-engine	3196fcd3d866c5310b6fa4e1b3f348a00e07d8f4	3196fcd3d866c5310b6fa4e1b3f348a00e07d8f4	clean
browser-owned	crates/services/mde-adblock/src/rule.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/rule.rs	browser-adblock-engine	34ad70e61e3ddee75847a3b049d99ff293210e96	34ad70e61e3ddee75847a3b049d99ff293210e96	clean
browser-owned	crates/services/mde-adblock/src/store.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/store.rs	browser-adblock-engine	5d3ab5aadba11378391862db65b0ade32f94a48d	5d3ab5aadba11378391862db65b0ade32f94a48d	clean
browser-owned	crates/services/mde-adblock/src/tally.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/tally.rs	browser-adblock-engine	5847d5dbde496018777b2c4244408098b30a5228	5847d5dbde496018777b2c4244408098b30a5228	clean
browser-owned	crates/services/mde-adblock/src/url.rs	magic-mesh-browser-stack:crates/services/mde-adblock/src/url.rs	browser-adblock-engine	453d435985a3d75daed8a5c292d227493a1e1796	453d435985a3d75daed8a5c292d227493a1e1796	clean
browser-owned	crates/services/mde-adblock/tests/matcher.rs	magic-mesh-browser-stack:crates/services/mde-adblock/tests/matcher.rs	browser-adblock-engine	2cf4084da4cc34113d7c7a4c1a78f83c1c11f0d7	2cf4084da4cc34113d7c7a4c1a78f83c1c11f0d7	clean
browser-owned	crates/services/mde-adblock/tests/parse.rs	magic-mesh-browser-stack:crates/services/mde-adblock/tests/parse.rs	browser-adblock-engine	e2366e14ecedfca42db8883e1bd2eeb2b047e5b8	e2366e14ecedfca42db8883e1bd2eeb2b047e5b8	clean
browser-owned	crates/services/mde-adblock/tests/store.rs	magic-mesh-browser-stack:crates/services/mde-adblock/tests/store.rs	browser-adblock-engine	109b52483b802956b947dee229979eed733ec63d	109b52483b802956b947dee229979eed733ec63d	clean
shared	crates/services/mde-bookmarks/Cargo.toml	retain-in-magic-mesh:crates/services/mde-bookmarks/Cargo.toml#shared-contract-or-reference	workspace-package-edge	26e14abab64c0472bd2feca2f4ad3775036f9269	26e14abab64c0472bd2feca2f4ad3775036f9269	clean
shared	crates/services/mde-bookmarks/src/crdt.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/crdt.rs#shared-contract-or-reference	shared-bookmark-contract	edb44f5dc7c21563710783c875f22e71c1c42350	edb44f5dc7c21563710783c875f22e71c1c42350	clean
shared	crates/services/mde-bookmarks/src/export.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/export.rs#shared-contract-or-reference	shared-bookmark-contract	dfa821a639c105eaa6149bdc0873ae732d0ee8bd	dfa821a639c105eaa6149bdc0873ae732d0ee8bd	clean
shared	crates/services/mde-bookmarks/src/favicon.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/favicon.rs#shared-contract-or-reference	shared-bookmark-contract	26899e0f6bc0736a8e68d92d40350e5c3873b801	26899e0f6bc0736a8e68d92d40350e5c3873b801	clean
shared	crates/services/mde-bookmarks/src/hlc.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/hlc.rs#shared-contract-or-reference	shared-bookmark-contract	ec1c40af8cf80680175376e190593cd8107b3bad	ec1c40af8cf80680175376e190593cd8107b3bad	clean
shared	crates/services/mde-bookmarks/src/import/chromium.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/import/chromium.rs#shared-contract-or-reference	shared-bookmark-contract	8c151b8e615d48d45e31c817fd96d1a6b25f3c2c	8c151b8e615d48d45e31c817fd96d1a6b25f3c2c	clean
shared	crates/services/mde-bookmarks/src/import/firefox.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/import/firefox.rs#shared-contract-or-reference	shared-bookmark-contract	89161751d5f1f1736bd7a6903bd390e66b30e64c	89161751d5f1f1736bd7a6903bd390e66b30e64c	clean
shared	crates/services/mde-bookmarks/src/import/mod.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/import/mod.rs#shared-contract-or-reference	shared-bookmark-contract	0b2252244217d5200215b354dedfcd2cba0be961	0b2252244217d5200215b354dedfcd2cba0be961	clean
shared	crates/services/mde-bookmarks/src/import/netscape.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/import/netscape.rs#shared-contract-or-reference	shared-bookmark-contract	56864ee86d231a6d449b33997216dba1dad11353	56864ee86d231a6d449b33997216dba1dad11353	clean
shared	crates/services/mde-bookmarks/src/import/normalize.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/import/normalize.rs#shared-contract-or-reference	shared-bookmark-contract	0fdafa683d1a082660af9c78716826ded2861df5	0fdafa683d1a082660af9c78716826ded2861df5	clean
shared	crates/services/mde-bookmarks/src/import/parsed.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/import/parsed.rs#shared-contract-or-reference	shared-bookmark-contract	e4ff8bef346e325eabc5f4927124d809be86d196	e4ff8bef346e325eabc5f4927124d809be86d196	clean
shared	crates/services/mde-bookmarks/src/import/plan.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/import/plan.rs#shared-contract-or-reference	shared-bookmark-contract	734e12b0e4a221f4de2b470ae48b332cb61a2fd8	734e12b0e4a221f4de2b470ae48b332cb61a2fd8	clean
shared	crates/services/mde-bookmarks/src/lib.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/lib.rs#shared-contract-or-reference	shared-bookmark-contract	09d2c1eb1a5988f0b3fbf57c4a06aa22319bff8a	09d2c1eb1a5988f0b3fbf57c4a06aa22319bff8a	clean
shared	crates/services/mde-bookmarks/src/model.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/model.rs#shared-contract-or-reference	shared-bookmark-contract	b1ad6c63e60f3dfe1e021b0c7e90afb5002255da	b1ad6c63e60f3dfe1e021b0c7e90afb5002255da	clean
shared	crates/services/mde-bookmarks/src/op.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/op.rs#shared-contract-or-reference	shared-bookmark-contract	f03a3a5b9d1cbb24bf9cbe1412d9409095f82d92	f03a3a5b9d1cbb24bf9cbe1412d9409095f82d92	clean
shared	crates/services/mde-bookmarks/src/order.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/src/order.rs#shared-contract-or-reference	shared-bookmark-contract	052e284592fd2237c4b38e18b371c0d7cc5dbb08	052e284592fd2237c4b38e18b371c0d7cc5dbb08	clean
shared	crates/services/mde-bookmarks/tests/convergence.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/tests/convergence.rs#shared-contract-or-reference	shared-bookmark-contract	fbad5e4d03cf4b44d171eeabc735505f16f83e24	fbad5e4d03cf4b44d171eeabc735505f16f83e24	clean
shared	crates/services/mde-bookmarks/tests/fixtures/chromium_bookmarks.json	retain-in-magic-mesh:crates/services/mde-bookmarks/tests/fixtures/chromium_bookmarks.json#shared-contract-or-reference	shared-bookmark-contract	ba10bce941c95ca0ca82311130a5433301fb56e4	ba10bce941c95ca0ca82311130a5433301fb56e4	clean
shared	crates/services/mde-bookmarks/tests/fixtures/firefox_places.sql	retain-in-magic-mesh:crates/services/mde-bookmarks/tests/fixtures/firefox_places.sql#shared-contract-or-reference	shared-bookmark-contract	9989583ad58f5e70ebff6f250add5c4841c42932	9989583ad58f5e70ebff6f250add5c4841c42932	clean
shared	crates/services/mde-bookmarks/tests/fixtures/netscape_generic.html	retain-in-magic-mesh:crates/services/mde-bookmarks/tests/fixtures/netscape_generic.html#shared-contract-or-reference	shared-bookmark-contract	a01c545455fbbff8c352c2b11ad57fd505bab4f6	a01c545455fbbff8c352c2b11ad57fd505bab4f6	clean
shared	crates/services/mde-bookmarks/tests/fixtures/safari_export.html	retain-in-magic-mesh:crates/services/mde-bookmarks/tests/fixtures/safari_export.html#shared-contract-or-reference	shared-bookmark-contract	d8cb2ec0cd9728ad0655dbec6b449738c579249a	d8cb2ec0cd9728ad0655dbec6b449738c579249a	clean
shared	crates/services/mde-bookmarks/tests/import.rs	retain-in-magic-mesh:crates/services/mde-bookmarks/tests/import.rs#shared-contract-or-reference	shared-bookmark-contract	dd4af7532e65fa55b03941a58d7de27c51a550b6	dd4af7532e65fa55b03941a58d7de27c51a550b6	clean
mixed-purpose	docs/THREAT_MODEL.md	split-in-magic-mesh-browser-stack:docs/THREAT_MODEL.md#browser-sections	mixed-implementation-document	5dff4a524a073585b8accd25c661b313cb752790	5dff4a524a073585b8accd25c661b313cb752790	clean
browser-owned	docs/design/browser-daily-driver.md	magic-mesh-browser-stack:docs/design/browser-daily-driver.md	browser-implementation-doc	85f6907770579b14ed8884b3e5123d1281a81326	85f6907770579b14ed8884b3e5123d1281a81326	clean
browser-owned	docs/design/browser-dd9-webrtc-rescope.md	magic-mesh-browser-stack:docs/design/browser-dd9-webrtc-rescope.md	browser-implementation-doc	3c86678d1af8a35d7345d39ceacb3259d7243cc5	3c86678d1af8a35d7345d39ceacb3259d7243cc5	clean
browser-owned	docs/design/browser-industry-grade-backlog.md	magic-mesh-browser-stack:docs/design/browser-industry-grade-backlog.md	browser-implementation-doc	55d4a35df2e4d0aaeb3e02422446ad95a6e094ec	55d4a35df2e4d0aaeb3e02422446ad95a6e094ec	clean
browser-owned	docs/design/browser-perf-native.md	magic-mesh-browser-stack:docs/design/browser-perf-native.md	browser-implementation-doc	c843d532a8e14df530f7d1824baed3cb554c5fa6	c843d532a8e14df530f7d1824baed3cb554c5fa6	clean
mixed-purpose	docs/design/mesh-bookmarks.md	split-in-magic-mesh-browser-stack:docs/design/mesh-bookmarks.md#browser-sections	mixed-implementation-document	4468a0f31d8e07c55323a9fe84a4281cb54cf9b1	4468a0f31d8e07c55323a9fe84a4281cb54cf9b1	clean
mixed-purpose	docs/design/rpm-size-split.md	split-in-magic-mesh-browser-stack:docs/design/rpm-size-split.md#browser-sections	mixed-implementation-document	9a403bdc511033a0dcdbf60973b9c82fa2554b06	9a403bdc511033a0dcdbf60973b9c82fa2554b06	clean
browser-owned	install-helpers/browser-cef-webextension-smoke.sh	magic-mesh-browser-stack:install-helpers/browser-cef-webextension-smoke.sh	browser-runtime-packaging	41f8589a7bae2c924935e81890a69a059ef6bd99	41f8589a7bae2c924935e81890a69a059ef6bd99	clean
browser-owned	install-helpers/browser-read-aloud-tts.sh	magic-mesh-browser-stack:install-helpers/browser-read-aloud-tts.sh	browser-runtime-packaging	1a7dcdf73a16746f5383d638cc8903847dc21c3c	1a7dcdf73a16746f5383d638cc8903847dc21c3c	clean
browser-owned	install-helpers/browser-translate.sh	magic-mesh-browser-stack:install-helpers/browser-translate.sh	browser-runtime-packaging	d0b26c2730ff0717e1f3f04745ebf58cb709d1e9	d0b26c2730ff0717e1f3f04745ebf58cb709d1e9	clean
browser-owned	install-helpers/browser-verify-engines.sh	magic-mesh-browser-stack:install-helpers/browser-verify-engines.sh	browser-runtime-packaging	f9ced15120f578e5e5265d48fa25eb6c40f24665	f9ced15120f578e5e5265d48fa25eb6c40f24665	clean
browser-owned	install-helpers/browser-voice-command-stt.sh	magic-mesh-browser-stack:install-helpers/browser-voice-command-stt.sh	browser-runtime-packaging	2cbc7baa1e43a3c414cf0d05eadbbd8b537579d0	2cbc7baa1e43a3c414cf0d05eadbbd8b537579d0	clean
mixed-purpose	install-helpers/build-rpm-fedora43.sh	split-in-magic-mesh-browser-stack:install-helpers/build-rpm-fedora43.sh#browser-sections	image-or-package-integration	8c61b8017f15d3598659c5bc6b37b2fe291904bf	8c61b8017f15d3598659c5bc6b37b2fe291904bf	clean
browser-owned	install-helpers/install-browser-stt-model.sh	magic-mesh-browser-stack:install-helpers/install-browser-stt-model.sh	browser-runtime-packaging	1793d42e98e7971b4e9612443a8aa545e425b30f	1793d42e98e7971b4e9612443a8aa545e425b30f	clean
browser-owned	install-helpers/install-browser-translate-model.sh	magic-mesh-browser-stack:install-helpers/install-browser-translate-model.sh	browser-runtime-packaging	6baebb5ad9f8a7a48ee638392361727300c3c18c	6baebb5ad9f8a7a48ee638392361727300c3c18c	clean
browser-owned	install-helpers/install-browser-tts-voice.sh	magic-mesh-browser-stack:install-helpers/install-browser-tts-voice.sh	browser-runtime-packaging	90cde901de4ec116902e8e999a4e72459a24ecc3	90cde901de4ec116902e8e999a4e72459a24ecc3	clean
browser-owned	install-helpers/install-cef-runtime.sh	magic-mesh-browser-stack:install-helpers/install-cef-runtime.sh	browser-runtime-packaging	1ba2c0b0105294f9af8777165d1c459820543a07	1ba2c0b0105294f9af8777165d1c459820543a07	clean
browser-owned	install-helpers/install-widevine-cdm.sh	magic-mesh-browser-stack:install-helpers/install-widevine-cdm.sh	browser-runtime-packaging	255e346020b875d19b252191efa843dba855cdbf	255e346020b875d19b252191efa843dba855cdbf	clean
shared	install-helpers/lint-layered-tiers.sh	retain-in-magic-mesh:install-helpers/lint-layered-tiers.sh#shared-contract-or-reference	shared-infrastructure-reference	98f6da14dd16f8e5003447357f5908c53f302cd1	98f6da14dd16f8e5003447357f5908c53f302cd1	clean
shared	install-helpers/lint-style-leaks.sh	retain-in-magic-mesh:install-helpers/lint-style-leaks.sh#shared-contract-or-reference	shared-infrastructure-reference	b714353db94735b8746f930c6acd4394e0a74878	b714353db94735b8746f930c6acd4394e0a74878	clean
browser-owned	install-helpers/mirror-cef-runtime-to-spaces.sh	magic-mesh-browser-stack:install-helpers/mirror-cef-runtime-to-spaces.sh	browser-runtime-packaging	683e9c2488d6d8d08308201cad34b4e75062eca2	683e9c2488d6d8d08308201cad34b4e75062eca2	clean
mixed-purpose	install-helpers/rpm-features.sh	split-in-magic-mesh-browser-stack:install-helpers/rpm-features.sh#browser-sections	image-or-package-integration	93a2ffeacf2c477fbe03f17255ba0e4dc1632055	93a2ffeacf2c477fbe03f17255ba0e4dc1632055	clean
browser-owned	install-helpers/setup-selinux-web-cef.sh	magic-mesh-browser-stack:install-helpers/setup-selinux-web-cef.sh	browser-runtime-packaging	a50e9dfee21b96373a14714e9a5fc3ca0c377999	a50e9dfee21b96373a14714e9a5fc3ca0c377999	clean
browser-owned	install-helpers/setup-selinux-web-preview.sh	magic-mesh-browser-stack:install-helpers/setup-selinux-web-preview.sh	browser-runtime-packaging	4d3d83befb8025590a30601f25f5414add578778	4d3d83befb8025590a30601f25f5414add578778	clean
mixed-purpose	install-helpers/verify-rpm-payload.sh	split-in-magic-mesh-browser-stack:install-helpers/verify-rpm-payload.sh#browser-sections	image-or-package-integration	41f4c1cad508e2654d8e3afe46530aa2c0cd426d	41f4c1cad508e2654d8e3afe46530aa2c0cd426d	clean
shared	install-helpers/xcp-build.sh	retain-in-magic-mesh:install-helpers/xcp-build.sh#shared-contract-or-reference	shared-infrastructure-reference	3d1a77e8500e035e5d0e8818a450e43df4d1e00a	3d1a77e8500e035e5d0e8818a450e43df4d1e00a	clean
mixed-purpose	packaging/bootc/Containerfile	split-in-magic-mesh-browser-stack:packaging/bootc/Containerfile#browser-sections	image-or-package-integration	1e5aacbae51085cd5539d21fc544090acee29bd6	1e5aacbae51085cd5539d21fc544090acee29bd6	clean
mixed-purpose	packaging/bootc/build-image.sh	split-in-magic-mesh-browser-stack:packaging/bootc/build-image.sh#browser-sections	image-or-package-integration	61f3558227ea0831387e902a12c1f55f6e76fa8d	61f3558227ea0831387e902a12c1f55f6e76fa8d	clean
mixed-purpose	packaging/bootc/units/mde-shell-egui.service	split-in-magic-mesh-browser-stack:packaging/bootc/units/mde-shell-egui.service#browser-sections	image-or-package-integration	18ea89d59a105fc5fb9ea44fa6c1dd47d483894a	18ea89d59a105fc5fb9ea44fa6c1dd47d483894a	clean
mixed-purpose	packaging/bootc/verify-image.sh	split-in-magic-mesh-browser-stack:packaging/bootc/verify-image.sh#browser-sections	image-or-package-integration	a2ef58857214613a609ae73e6f353f9e4e0e51ac	a2ef58857214613a609ae73e6f353f9e4e0e51ac	clean
browser-owned	packaging/browser/browser-read-aloud-voice.env	magic-mesh-browser-stack:packaging/browser/browser-read-aloud-voice.env	browser-runtime-packaging	0451b746c61b09e41202c67241dc9a6a0539b223	0451b746c61b09e41202c67241dc9a6a0539b223	clean
browser-owned	packaging/browser/browser-translate.env	magic-mesh-browser-stack:packaging/browser/browser-translate.env	browser-runtime-packaging	af36b9bdeeecdb3266d917675ca4d91bd5615716	af36b9bdeeecdb3266d917675ca4d91bd5615716	clean
browser-owned	packaging/browser/browser-voice-command-stt.env	magic-mesh-browser-stack:packaging/browser/browser-voice-command-stt.env	browser-runtime-packaging	079cc9cacbc4ebaaa455aa647b236984d35b6c5b	079cc9cacbc4ebaaa455aa647b236984d35b6c5b	clean
browser-owned	packaging/browser/cef-linux64-minimal.env	magic-mesh-browser-stack:packaging/browser/cef-linux64-minimal.env	browser-runtime-packaging	f7c6f4021494cd1f0d2d8d4ee2a90f525392fb6b	f7c6f4021494cd1f0d2d8d4ee2a90f525392fb6b	clean
browser-owned	packaging/browser/smoke-extension/manifest.json	magic-mesh-browser-stack:packaging/browser/smoke-extension/manifest.json	browser-runtime-packaging	f6f100421b973a16f2d3e6070c9ffd5b500d9c64	f6f100421b973a16f2d3e6070c9ffd5b500d9c64	clean
browser-owned	packaging/browser/smoke-extension/smoke.js	magic-mesh-browser-stack:packaging/browser/smoke-extension/smoke.js	browser-runtime-packaging	bbf1e730ff9bd27145c0b0e1163243c29851c087	bbf1e730ff9bd27145c0b0e1163243c29851c087	clean
browser-owned	packaging/browser/webextensions-allowlist.env	magic-mesh-browser-stack:packaging/browser/webextensions-allowlist.env	browser-runtime-packaging	f1536d73284219e7f95123a6b5944e76540b565a	f1536d73284219e7f95123a6b5944e76540b565a	clean
browser-owned	packaging/browser/webextensions-smoke.env	magic-mesh-browser-stack:packaging/browser/webextensions-smoke.env	browser-runtime-packaging	fbaad55b454f70d92c1b9534dddd435535197aa4	fbaad55b454f70d92c1b9534dddd435535197aa4	clean
browser-owned	packaging/browser/widevine-linux64.env	magic-mesh-browser-stack:packaging/browser/widevine-linux64.env	browser-runtime-packaging	10502ab5fa89ff8ba112ae1871f1573646dc1efd	10502ab5fa89ff8ba112ae1871f1573646dc1efd	clean
mixed-purpose	packaging/kickstart/magic-on-quasar.ks	split-in-magic-mesh-browser-stack:packaging/kickstart/magic-on-quasar.ks#browser-sections	image-or-package-integration	b21173a635e62c8a83942887c2563b683fa5f60b	b21173a635e62c8a83942887c2563b683fa5f60b	clean
browser-owned	packaging/selinux/mde-web-cef.fc	magic-mesh-browser-stack:packaging/selinux/mde-web-cef.fc	browser-runtime-packaging	374de7ebfba642f14e48c413a4fa15cddbac26ec	374de7ebfba642f14e48c413a4fa15cddbac26ec	clean
browser-owned	packaging/selinux/mde-web-cef.te	magic-mesh-browser-stack:packaging/selinux/mde-web-cef.te	browser-runtime-packaging	53844e2a4e82866b82a773871375360a3a5f6ae5	53844e2a4e82866b82a773871375360a3a5f6ae5	clean
browser-owned	packaging/selinux/mde-web-preview.fc	magic-mesh-browser-stack:packaging/selinux/mde-web-preview.fc	browser-runtime-packaging	604f0c8895157c5aa96b52991369e96917eb04c6	604f0c8895157c5aa96b52991369e96917eb04c6	clean
browser-owned	packaging/selinux/mde-web-preview.te	magic-mesh-browser-stack:packaging/selinux/mde-web-preview.te	browser-runtime-packaging	5271a670213ab742f1ce8157a4f03c1e4d407de3	5271a670213ab742f1ce8157a4f03c1e4d407de3	clean
browser-owned	packaging/systemd/mde-browser-stt-model-setup.service	magic-mesh-browser-stack:packaging/systemd/mde-browser-stt-model-setup.service	browser-runtime-packaging	ce12d0a47276d9c8e796a167db223696ac2091b4	ce12d0a47276d9c8e796a167db223696ac2091b4	clean
browser-owned	packaging/systemd/mde-browser-translate-model-setup.service	magic-mesh-browser-stack:packaging/systemd/mde-browser-translate-model-setup.service	browser-runtime-packaging	70c71a5f20c3f7a6cc5da6072e61eb01584384bc	70c71a5f20c3f7a6cc5da6072e61eb01584384bc	clean
browser-owned	packaging/systemd/mde-browser-tts-voice-setup.service	magic-mesh-browser-stack:packaging/systemd/mde-browser-tts-voice-setup.service	browser-runtime-packaging	5a75971d79f745ec19face98f2da059341cf1f82	5a75971d79f745ec19face98f2da059341cf1f82	clean
browser-owned	packaging/systemd/mde-cef-runtime-setup.service	magic-mesh-browser-stack:packaging/systemd/mde-cef-runtime-setup.service	browser-runtime-packaging	8dd4e6183b537b9a4e02c4196e9f2c368e97ae74	8dd4e6183b537b9a4e02c4196e9f2c368e97ae74	clean
browser-owned	packaging/systemd/mde-web-cef-selinux.service	magic-mesh-browser-stack:packaging/systemd/mde-web-cef-selinux.service	browser-runtime-packaging	c3bfc563698651d38e77c64a35ae56917e2f793f	c3bfc563698651d38e77c64a35ae56917e2f793f	clean
browser-owned	packaging/systemd/mde-web-preview-selinux.service	magic-mesh-browser-stack:packaging/systemd/mde-web-preview-selinux.service	browser-runtime-packaging	6e6c0f38880fa2f7b84a450ae0120840150b1520	6e6c0f38880fa2f7b84a450ae0120840150b1520	clean
browser-owned	packaging/systemd/mde-widevine-cdm-setup.service	magic-mesh-browser-stack:packaging/systemd/mde-widevine-cdm-setup.service	browser-runtime-packaging	bf7cffc5bc56b99eefb79cc3ed4b60c4f4bea464	bf7cffc5bc56b99eefb79cc3ed4b60c4f4bea464	clean
